observation_id,material_id,state_id,property,result_kind,value_si,minimum_si,maximum_si,unit,basis,conditions,method,source_id,source_organization,source_title,source_revision,source_locator,original_value,original_unit,significant_figures
obs-9b43b0a5ab62da1c42d2,tecapeek-id-blue,,tensile_yield_strength,point,111000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 94, Material standard values, column 3 (TECAPEEK ID blue), row Tensile strength at yield",111,MPa,3
obs-6c330c0bf3a864fbceaa,tecapeek-id-blue,,elongation_at_break,point,0.06,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 94, Material standard values, column 3 (TECAPEEK ID blue), row Elongation at break",6,%,1
obs-10458abbaadbc6d1cb04,tecapeek-id-blue,,thermal_conductivity,point,0.27,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 22007-4:2008,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 94, Material standard values, column 3 (TECAPEEK ID blue), row Thermal conductivity",0.27,W/(m·K),2
obs-4ca58843a46a889d5bb2,tecapeek-id-blue,,flexural_strength,point,166000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 94, Material standard values, column 3 (TECAPEEK ID blue), row Flexural strength",166,MPa,3
obs-965a7f7b127c9a1aad72,tecapeek-mt,,density,point,1310.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 94, Material standard values, column 4 (TECAPEEK MT), row Density",1.31,g/cm³,3
obs-e5b6a8259df5a0cb57e6,tecapeek-mt,,youngs_modulus,point,4200000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 94, Material standard values, column 4 (TECAPEEK MT), row Modulus of elasticity (tensile test)","4,200",MPa,4
obs-c4220ce5710f66ef406e,tecapeek-mt,,ultimate_tensile_strength,point,116000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 94, Material standard values, column 4 (TECAPEEK MT), row Tensile strength",116,MPa,3
obs-92e9c26aa4c8413fe455,tecapeek-mt,,tensile_yield_strength,point,116000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 94, Material standard values, column 4 (TECAPEEK MT), row Tensile strength at yield",116,MPa,3
obs-5ae9fea967b493653afa,tecapeek-mt,,elongation_at_break,point,0.15,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 94, Material standard values, column 4 (TECAPEEK MT), row Elongation at break",15,%,2
obs-25f3aa952c5677f73216,tecapeek-mt,,thermal_conductivity,point,0.27,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 22007-4:2008,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 94, Material standard values, column 4 (TECAPEEK MT), row Thermal conductivity",0.27,W/(m·K),2
obs-e849489d7fc55a17cb66,tecapeek-mt,,flexural_strength,point,175000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 94, Material standard values, column 4 (TECAPEEK MT), row Flexural strength",175,MPa,3
obs-7c1184a55dbed88844c2,tecapeek-cf30-mt,,density,point,1420.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 1 (TECAPEEK CF30 MT), row Density",1.42,g/cm³,3
obs-d9ba4b6925249526aff4,tecapeek-cf30-mt,,youngs_modulus,point,6000000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 1 (TECAPEEK CF30 MT), row Modulus of elasticity (tensile test)","6,000",MPa,4
obs-0be3580fc50edac6dea5,tecapeek-cf30-mt,,ultimate_tensile_strength,point,115000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 1 (TECAPEEK CF30 MT), row Tensile strength",115,MPa,3
obs-cef53e925f055d134dbd,tecapeek-cf30-mt,,tensile_yield_strength,point,115000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 1 (TECAPEEK CF30 MT), row Tensile strength at yield",115,MPa,3
obs-39b1341600ce7bfb095b,tecapeek-cf30-mt,,elongation_at_break,point,0.05,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 1 (TECAPEEK CF30 MT), row Elongation at break",5,%,1
obs-23a0a791258ef52895c6,tecapeek-cf30-mt,,thermal_conductivity,point,0.59,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 22007-4:2008,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 1 (TECAPEEK CF30 MT), row Thermal conductivity",0.59,W/(m·K),2
obs-d80bf901c73c300aac37,tecapeek-cf30-mt,,flexural_strength,point,188000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 1 (TECAPEEK CF30 MT), row Flexural strength",188,MPa,3
obs-e3dda7e4d0c5f6fa04a3,tecapeek-classix-white,,density,point,1400.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 2 (TECAPEEK CLASSIX white), row Density",1.4,g/cm³,2
obs-5ef7a536e30caf30b511,tecapeek-classix-white,,youngs_modulus,point,4700000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 2 (TECAPEEK CLASSIX white), row Modulus of elasticity (tensile test)","4,700",MPa,4
obs-a070a5bebb3701dc74ba,tecapeek-classix-white,,ultimate_tensile_strength,point,117000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 2 (TECAPEEK CLASSIX white), row Tensile strength",117,MPa,3
obs-eece5528e4b115902465,tecapeek-classix-white,,tensile_yield_strength,point,117000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 2 (TECAPEEK CLASSIX white), row Tensile strength at yield",117,MPa,3
obs-022d58a6760c72c57c4e,tecapeek-classix-white,,elongation_at_break,point,0.11,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 2 (TECAPEEK CLASSIX white), row Elongation at break",11,%,2
obs-d0b96994815f7e9db9e8,tecapeek-classix-white,,thermal_conductivity,point,0.3,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 22007-4:2008,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 2 (TECAPEEK CLASSIX white), row Thermal conductivity",0.30,W/(m·K),2
obs-8379b26872622073b7a7,tecapeek-classix-white,,flexural_strength,point,177000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 2 (TECAPEEK CLASSIX white), row Flexural strength",177,MPa,3
obs-70845c5a39bfeafb4ce3,tecapeek-ts,,density,point,1490.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 3 (TECAPEEK TS), row Density",1.49,g/cm³,3
obs-6d959ea06ae11b9f3b42,tecapeek-ts,,youngs_modulus,point,5700000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 3 (TECAPEEK TS), row Modulus of elasticity (tensile test)","5,700",MPa,4
obs-001ad1e458f77eb3942a,tecapeek-ts,,ultimate_tensile_strength,point,110000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 3 (TECAPEEK TS), row Tensile strength",110,MPa,3
obs-2ceb598eceaa045b300e,tecapeek-ts,,tensile_yield_strength,point,110000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 3 (TECAPEEK TS), row Tensile strength at yield",110,MPa,3
obs-7a04138bfea70f979852,tecapeek-ts,,elongation_at_break,point,0.04,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 3 (TECAPEEK TS), row Elongation at break",4,%,1
obs-1a99d7fbdeb39b015c48,tecapeek-ts,,flexural_strength,point,175000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 3 (TECAPEEK TS), row Flexural strength",175,MPa,3
obs-21578429947db78e4cee,tecapeek-cmf,,density,point,1650.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 4 (TECAPEEK CMF), row Density",1.65,g/cm³,3
obs-af5dceaf983e41aec192,tecapeek-cmf,,youngs_modulus,point,5500000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 4 (TECAPEEK CMF), row Modulus of elasticity (tensile test)","5,500",MPa,4
obs-20e38ee00348173896f9,tecapeek-cmf,,ultimate_tensile_strength,point,105000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 4 (TECAPEEK CMF), row Tensile strength",105,MPa,3
obs-be70f240fa0954105890,tecapeek-cmf,,tensile_yield_strength,point,102000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 4 (TECAPEEK CMF), row Tensile strength at yield",102,MPa,3
obs-a283a10543357e61981f,tecapeek-cmf,,elongation_at_break,point,0.04,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 4 (TECAPEEK CMF), row Elongation at break",4,%,1
obs-df8a0abccca899fe6fdb,tecapeek-cmf,,thermal_conductivity,point,0.38,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 22007-4:2008,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 4 (TECAPEEK CMF), row Thermal conductivity",0.38,W/(m·K),2
obs-042bdfe2c32e9716b991,tecapeek-cmf,,flexural_strength,point,170000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 4 (TECAPEEK CMF), row Flexural strength",170,MPa,3
obs-8183598d1c4e2a18e2de,tecapeek-ht-black,,density,point,1310.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 6 (TECAPEEK HT black), row Density",1.31,g/cm³,3
obs-e29e62f7d5bd3d78c728,tecapeek-ht-black,,youngs_modulus,point,4600000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 6 (TECAPEEK HT black), row Modulus of elasticity (tensile test)","4,600",MPa,4
obs-8bfd2d8a5c13dd877379,tecapeek-ht-black,,ultimate_tensile_strength,point,120000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 6 (TECAPEEK HT black), row Tensile strength",120,MPa,3
obs-b05afa5e0f3fa5d11d39,tecapeek-ht-black,,tensile_yield_strength,point,120000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 6 (TECAPEEK HT black), row Tensile strength at yield",120,MPa,3
obs-5d0234c6a48a95d80276,tecapeek-ht-black,,elongation_at_break,point,0.05,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 6 (TECAPEEK HT black), row Elongation at break",5,%,1
obs-98c38327cbc2ce5e2d60,tecapeek-ht-black,,flexural_strength,point,192000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 6 (TECAPEEK HT black), row Flexural strength",192,MPa,3
obs-b299d4b083bd70be282e,tecapeek-st-black,,density,point,1320.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 7 (TECAPEEK ST black), row Density",1.32,g/cm³,3
obs-98bfc7f9589f6eeaa0b5,tecapeek-st-black,,youngs_modulus,point,4600000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 7 (TECAPEEK ST black), row Modulus of elasticity (tensile test)","4,600",MPa,4
obs-98fd9a33e3e96c3a05f0,tecapeek-st-black,,ultimate_tensile_strength,point,134000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 7 (TECAPEEK ST black), row Tensile strength",134,MPa,3
obs-35adbfb9663ffa035154,tecapeek-st-black,,tensile_yield_strength,point,134000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 7 (TECAPEEK ST black), row Tensile strength at yield",134,MPa,3
obs-4abee46f5dea7b08d107,tecapeek-st-black,,elongation_at_break,point,0.13,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 7 (TECAPEEK ST black), row Elongation at break",13,%,2
obs-d79155187205dc30eadc,tecapeek-st-black,,flexural_strength,point,193000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 7 (TECAPEEK ST black), row Flexural strength",193,MPa,3
obs-405d4ac15f252992a41f,tecatec-peek-cw50,,density,point,1490.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 8 (TECATEC PEEK CW50), row Density",1.49,g/cm³,3
obs-6eca42f4c014a03e2a13,tecatec-peek-cw50,,youngs_modulus,point,53200000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 8 (TECATEC PEEK CW50), row Modulus of elasticity (tensile test)","53,200",MPa,5
obs-ded5f99b88229ea99131,tecatec-peek-cw50,,ultimate_tensile_strength,point,491000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 8 (TECATEC PEEK CW50), row Tensile strength",491,MPa,3
obs-6afa4f1665a50e1e8a6c,tecatec-peek-cw50,,flexural_strength,point,813000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 8 (TECATEC PEEK CW50), row Flexural strength",813,MPa,3
obs-3985d3e68f0529cec1e3,tecatec-pekk-cw60,,density,point,1610.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 9 (TECATEC PEKK CW60), row Density",1.61,g/cm³,3
obs-a6dab510d759b49a7a3f,tecatec-pekk-cw60,,youngs_modulus,point,54300000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 9 (TECATEC PEKK CW60), row Modulus of elasticity (tensile test)","54,300",MPa,5
obs-c420f814e4f53d17cc45,tecatec-pekk-cw60,,ultimate_tensile_strength,point,585000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 9 (TECATEC PEKK CW60), row Tensile strength",585,MPa,3
obs-2698ecc88c0c8e5aebd1,tecatec-pekk-cw60,,flexural_strength,point,960000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 9 (TECATEC PEKK CW60), row Flexural strength",960,MPa,3
obs-696bca6f64761b2db7a6,tecator-5013,,density,point,1400.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 10 (TECATOR 5013), row Density",1.4,g/cm³,2
obs-8a1427fc5ac1f9d3d533,tecator-5013,,youngs_modulus,point,3800000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 10 (TECATOR 5013), row Modulus of elasticity (tensile test)","3,800",MPa,4
obs-8e130343fe274764c573,tecator-5013,,ultimate_tensile_strength,point,151000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 10 (TECATOR 5013), row Tensile strength",151,MPa,3
obs-15e10835951a373f2f2e,tecator-5013,,tensile_yield_strength,point,151000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 10 (TECATOR 5013), row Tensile strength at yield",151,MPa,3
obs-80b13ab0df2e26160010,tecator-5013,,elongation_at_break,point,0.21,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 10 (TECATOR 5013), row Elongation at break",21,%,2
obs-eba9855cb234526cc4e9,tecator-5013,,thermal_conductivity,point,0.29,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ASTM E1530,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 95, Material standard values, column 10 (TECATOR 5013), row Thermal conductivity",0.29,W/(m·K),2
obs-07420e69ba81b08d46b9,tecator-5031-pvx,,density,point,1460.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 1 (TECATOR 5031 PVX), row Density",1.46,g/cm³,3
obs-84fb1d9bed8a703043db,tecator-5031-pvx,,youngs_modulus,point,5900000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 1 (TECATOR 5031 PVX), row Modulus of elasticity (tensile test)","5,900",MPa,4
obs-c63e37a365e0fdb94c0c,tecator-5031-pvx,,ultimate_tensile_strength,point,135000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 1 (TECATOR 5031 PVX), row Tensile strength",135,MPa,3
obs-2f5e25f4fd7f7fbe5a24,tecator-5031-pvx,,tensile_yield_strength,point,135000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 1 (TECATOR 5031 PVX), row Tensile strength at yield",135,MPa,3
obs-67007a408b79d9f01128,tecator-5031-pvx,,elongation_at_break,point,0.07,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 1 (TECATOR 5031 PVX), row Elongation at break",7,%,1
obs-f86866bdca8eebab2db9,tecator-5031-pvx,,thermal_conductivity,point,0.6,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ASTM E1530,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 1 (TECATOR 5031 PVX), row Thermal conductivity",0.60,W/(m·K),2
obs-46f8a7108a56e7b41a3a,tecasint-1011,,density,point,1340.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 2 (TECASINT 1011), row Density",1.34,g/cm³,3
obs-b94b53e904e54f1a3559,tecasint-1011,,youngs_modulus,point,4000000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 2 (TECASINT 1011), row Modulus of elasticity (tensile test)","4,000",MPa,4
obs-ea8368d25a91f13748e9,tecasint-1011,,ultimate_tensile_strength,point,116000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 2 (TECASINT 1011), row Tensile strength",116,MPa,3
obs-88ca2b0bf760cf188ac4,tecasint-1011,,elongation_at_break,point,0.09,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 2 (TECASINT 1011), row Elongation at break",9.0,%,2
obs-a17b7d32e22111549b6a,tecasint-1011,,thermal_conductivity,point,0.22,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 8302,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 2 (TECASINT 1011), row Thermal conductivity",0.22,W/(m·K),2
obs-e3b1a5fb0bed6d0b623e,tecasint-1011,,flexural_strength,point,210000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 2 (TECASINT 1011), row Flexural strength",210,MPa,3
obs-fc5d65edbd6f1906b9c1,tecasint-1021,,density,point,1420.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 3 (TECASINT 1021), row Density",1.42,g/cm³,3
